UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,FPOFFER,HDEGOFFR,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,TENURSYS,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,DFRCGID 
218487,Orangeburg Calhoun Technical College,3250 Saint Matthews Rd,Orangeburg,SC,29118-8299,45,5,"Anne Smoak Crook, PhD",President,8035360311,570481987,681500,1,www.octech.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,OCtech,4,2,1,-1,2,1,2,40,2,2,2,36700,2,-2,-2,82
218520,Piedmont Technical College,620 North Emerald Road,Greenwood,SC,29646,45,5,Lex Walters,President,8649418324,570476862,399200,1,www.ptc.edu,www.ptc.edu/admissions/default.htm,www.ptc.edu/fininfo/,www.ptc.edu/Admissions/online_application.htm,4,2,1,3,1,2,2,40,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,4,2,1,-1,2,1,3,40,2,2,2,24940,2,-2,-2,80
218539,Presbyterian College,503 S Broad St,Clinton,SC,29325,45,5,John V. Griffith,President,8648332820,570314408,344500,1,www.presby.edu, , , ,2,1,2,5,1,2,2,30,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,6,-1,12,2,11,31,1,2,2,24860,1,273,-2,170
218645,University of South Carolina-Aiken,471 University Pkwy,Aiken,SC,29801,45,5,Thomas L. Hallman,Chancellor,8036486851,576001153,344900,1,www.usca.edu, , , ,1,1,1,7,1,1,2,20,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,University of South Carolina Aiken |USC Aiken |USCA |USCAiken| |University of South Carolina at Aiken,2,22,13,8,8,3,9,32,1,2,2,12260,1,-2,-2,174
218654,University of South Carolina-Beaufort,1 University Boulevard,Bluffton,SC,29909,45,5,Jane T. Upshaw,Chancellor,8435214100,576001153,345000,1,www.uscb.edu,www.uscb.edu/a/Admissions/?page_id=6,www.uscb.edu/a/Admissions/Financial_Aid/?page_id=83, ,1,1,1,5,1,2,2,30,1,2,2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1,USC Beaufort |USCB,2,12,1,-1,2,1,2,40,1,2,2,25940,2,-2,-2,130
218663,University of South Carolina-Columbia, ,Columbia,SC,29208,45,5,Andrew Sorensen,President,8037777000,576001153,344800,1,www.sc.edu/,www.sc.edu/admissions/,www.sc.edu/financialaid/,www.sc.edu/applytousc/,1,1,1,9,1,1,1,11,1,2,2,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,14,12,5,16,15,1,2,5,17900,1,192,-2,135
218672,University of South Carolina-Lancaster,476 Hubbard Drive,Lancaster,SC,29720,45,5,John Catalano,Dean,8033137000,-1,345300,1,usclancaster.sc.edu/,usclancaster.sc.edu/admissions/index.html,usclancaster.sc.edu/admissions/Finaidhm.htm,www.applyweb.com/apply/uscl/menu.html,4,2,1,3,1,2,2,40,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,4,11,1,-1,2,1,2,40,1,2,2,29580,2,172,-2,129
218681,University of South Carolina-Salkehatchie,465 James Brandt Blvd,Allendale,SC,29810,45,5,Ann C. Carmichael,Dean,8009225500,-1,345400,1,uscsalkehatchie.sc.edu/,uscsalkehatchie.sc.edu/admissions/index.html,uscsalkehatchie.sc.edu/finaid/index.html,www.applyweb.com/apply/uscsalk/menu.html,4,2,1,3,1,2,2,40,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,4,11,1,-1,2,1,1,40,1,2,1,-2,-2,-2,-2,129
218690,University of South Carolina-Sumter,200 Miller Rd,Sumter,SC,29150-2498,45,5,C. Leslie Carpenter,Dean,8037758727,-1,342600,1,www.uscsumter.edu/,www.uscsumter.edu/students/admissions/admissions.shtml,www.uscsumter.edu/students/financial_aid/financial_aid.shtml,web.csd.sc.edu/app/sumter/,4,2,1,3,1,2,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,11,1,-1,2,1,2,40,1,2,2,44940,1,-2,-2,129
218706,University of South Carolina-Union,309 East Academy St,Union,SC,29379,45,5,Hugh C. Rowland,Dean,8644298728,-1,492700,1,uscunion.sc.edu/,www.sc.edu/bulletin/Union/admissions.html,uscunion.sc.edu/finaid/finaid.html, ,4,2,1,3,1,2,2,40,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,4,11,1,-1,2,1,1,40,1,2,1,46420,2,273,-2,129
218724,Coastal Carolina University,108 James P. Blanton Cr.,Conway,SC,29526,45,5,Dr. David A. DeCenzo,President,8433473161,570977955,345100,1,www.coastal.edu,www.coastal.edu/admissions/,www.coastal.edu/financialaid/,www.coastal.edu/admissions/apply.html,1,1,1,7,1,1,2,20,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,10,1,11,3,13,31,1,2,3,34820,1,396,-2,165
218733,South Carolina State University,300 College St NE,Orangeburg,SC,29117-0001,45,5,"Dr. Andrew Hugine, Jr.",President,8035367000,157600950,344600,1,www.scsu.edu,www.scsu.edu/admissions.aspx,www.scsu.edu/admissions/financialaid.aspx,www.scsu.edu/admissions/admissionsapplication.aspx,1,1,1,9,1,1,2,10,1,1,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,17,13,12,9,4,13,16,1,1,2,36700,2,-2,-2,140
218742,University of South Carolina-Upstate,800 University Way,Spartanburg,SC,29303-4999,45,5,John C. Stockwell,Chancellor,8645035000,-1,695100,1,www.uscupstate.edu,www.uscupstate.edu/enrollment_services/admissions/admissions.asp,www.uscupstate.edu/enrollment_services/financial_aid/financial_aid.asp,www.uscupstate.edu/enrollment_services/application.pdf,1,1,1,7,1,1,2,20,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,10,1,10,3,12,32,1,2,2,43900,1,273,-2,174
218751,Sherman College of Straight Chiropractic,2020 Springfield Rd,Spartanburg,SC,29316,45,5,"Jon C. Schwartzbauer, D.C.",President,8645788770,237242844,2063700,1,www.sherman.edu, , , ,2,1,2,-2,2,2,1,1,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1,Sherman College |SCSC |Sherman College of Chiropractic |Sherman,1,26,-2,-2,-2,7,-2,53,2,2,1,43900,1,273,-2,201
218821,Spartanburg Methodist College,1000 Powell Mill Road,Spartanburg,SC,29301-5899,45,5,Charles P. Teague,President,8645874000,570314415,344700,1,www.smcsc.edu,smcsc.edu/pages/Admissions,smcsc.edu/pages/Financial_Aid,smcsc.edu/pages/AdmissionsForms,5,2,2,3,1,2,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,SMC,4,9,1,-1,4,1,2,40,1,2,1,43900,1,273,-2,106
218830,Spartanburg Community College,Business I85,Spartanburg,SC,29303,45,5,Dan Terhune,President,8645924600,570439615,399400,1,www.sccsc.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1, ,4,6,1,-1,2,1,3,40,2,2,2,43900,1,273,-2,99
218858,Central Carolina Technical College,506 N Guignard Dr,Sumter,SC,29150-2499,45,5,"Blon Tim Hardee, Ed.D",President,8037781961,570425905,399500,1,www.cctech.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,Central Carolina|CCTC|CCT|Central Carlona|Sumter Tech|Central Carolina Tech,4,2,1,-1,1,1,2,40,2,2,2,44940,1,-2,-2,82
218867,Sumter Beauty College,921 Carolina Ave,Sumter,SC,29150-2871,45,5,Faye H Smith,Owner,8037737311,570478414,2567600,1,www.sumterbeautycollege.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,44940,1,-2,-2,45
218885,Tri-County Technical College,7900 U.S. Hwy 76,Pendleton,SC,29670,45,5,Ronnie L. Booth,President,8646461500,570428018,492600,1,www.tctc.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,TCTC|Tricounty Technical College|Tri-County Tech|,4,4,1,-1,2,1,3,40,2,2,3,11340,1,273,-2,94
218894,Trident Technical College,7000 Rivers Avenue,Charleston,SC,29423-8067,45,5,Mary Thornley,President,8435746111,570440170,492000,1,www.tridenttech.edu,www.tridenttech.edu/4732.htm,www.tridenttech.edu/487.htm,www.applyweb.com/apply/trident/,4,2,1,3,1,2,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,2,1,4,40,2,2,4,16700,1,-2,-2,101
218919,Voorhees College,481 Porter Drive,Denmark,SC,29042,45,5,Dr. Valdrie Walker,Acting President,8037801234,57-032978,345500,1,www.voorhees.edu,www.voorhees.edu,www.voorhees.edu,www.voorhees.edu,2,1,2,5,1,2,2,30,1,1,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,15,-1,9,2,8,32,2,2,1,-2,-2,-2,-2,181
218955,Williamsburg Technical College,601 Martin Luther King Jr Ave,Kingstree,SC,29556-4197,45,5,Dr. Cleve H. Cox,President,8433554110,570518264,932200,1,www.wiltech.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,1,1,-1,1,1,1,40,2,2,1,-2,-2,-2,-2,75
218964,Winthrop University,119 Tillman Hall,Rock Hill,SC,29733,45,5,Anthony Digiorgio,President,8033232211,576001204,345600,1,www.winthrop.edu, , , ,1,1,1,8,1,1,2,20,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,10,6,11,4,13,21,1,2,3,16740,1,172,-2,147
218973,Wofford College,429 N Church St,Spartanburg,SC,29303-3663,45,5,Benjamin B. Dunlap,President,8645974000,570314422,345700,1,www.wofford.edu, , , ,2,1,2,5,1,2,2,30,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,6,-1,12,2,11,31,1,2,2,43900,1,273,-2,170
218991,York Technical College,452 S Anderson Rd,Rock Hill,SC,29730,45,5,Greg Rutherford,President,8033278000,576024198,399600,1,www.yorktech.com, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,4,1,-1,2,1,3,40,2,2,2,16740,1,172,-2,94
219000,Augustana College,2001 S Summit Ave,Sioux Falls,SD,57197-0001,46,4,Rob Oliver,President,6052740770,460224588,345800,1,www.augie.edu,www.augie.edu/admission/index.html,www.augie.edu/finaid,my.augie.edu/ics/Admission/Home.jnz?portlet=Application_For_Admission,2,1,2,7,1,1,2,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,10,9,12,3,11,32,1,2,2,43620,1,-2,-2,177
219037,Black Hills Beauty College,623 Saint Joe,Rapid City,SD,57701,46,4,Tom J Poloncic,President,6053420697,460409086,2137100,1, , , , ,6,2,3,4,1,2,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,39660,1,-2,-2,29
219046,Black Hills State University,1200 University St,Spearfish,SD,57799-9500,46,4,Dr Kay Schallenkamp,President,6056426011,466000364,345900,1,www.bhsu.edu, , , ,1,1,1,7,1,1,2,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,13,9,8,3,13,32,1,2,2,43940,2,-2,-2,174
219055,Kilian Community College,300 E. 6th Street,Sioux Falls,SD,57103-7020,46,4,Dr. Robert Smallfoot,President,6052213100,460385443,2144600,1,www.kilian.edu, , , ,5,2,2,3,1,2,2,40,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,4,9,1,-1,1,1,1,40,2,2,1,43620,1,-2,-2,106
219082,Dakota State University,820 N Washington,Madison,SD,57042-1799,46,4,Douglas Knowlton,President,6052565111,466000364,346300,1,www.dsu.edu,www.dsu.edu/prospectivestudents/default.asp,www.departments.dsu.edu/financial/,www.applyweb.com/apply/sdkds/menu.html,1,1,1,9,1,1,2,10,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,13,8,8,3,10,32,1,2,2,-2,-2,-2,-2,174
219091,Dakota Wesleyan University,1200 W University Ave,Mitchell,SD,57301-4398,46,4,Robert G. Duffett,President,6059952600,460224589,346100,1,www.dwu.edu/, , , ,2,1,2,7,1,1,2,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,12,0,10,3,6,32,1,2,1,33580,2,-2,-2,181
219125,Headlines Academy Inc,529 Main St,Rapid City,SD,57701,46,4,Peggy Larson,Owner,60534842470,460361514,2297800,1,www.headlinesacademy.com, , , ,6,2,3,4,1,2,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,39660,1,-2,-2,39
219143,Lake Area Technical Institute,230 11th St NE,Watertown,SD,57201-0730,46,4,Debra Shephard,President,6058825284,466001273,530900,1,www.lakeareatech.edu,www.lakeareatech.edu,www.lakeareatech.edu,www.lakeareatech.edu,4,2,1,4,1,2,2,40,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,LATI/Lake Area Tech,4,1,1,-1,3,1,2,40,2,2,2,47980,2,-2,-2,72
219170,Avera McKennan Hospital School of Radiologic Technology,800 E 21st St,Sioux Falls,SD,57117-5045,46,4,Fred Slunecka,Chief Executive Officer,6053221720,146022474,492900,1,www.mckennan.org, , , ,5,2,2,4,1,2,2,0,2,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,43620,1,-2,-2,12
219189,Mitchell Technical Institute,821 N Capital St,Mitchell,SD,57301,46,4,Chris Paustian,President,6059953023,466001338,828400,1,www.mitchelltech.edu,www.mitchelltech.com/admissions.php,www.mitchelltech.com/financialaid.php,www.mitchelltech.com/apply.php,4,2,1,4,1,2,2,40,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,4,1,1,-1,3,1,2,40,2,2,1,33580,2,-2,-2,74
219198,Mount Marty College,1105 W. 8th Street,Yankton,SD,57078-3724,46,4,Dr. James Barry,President,8006584552,460283336,346500,1,www.mtmc.edu,www.mtmc.edu/admissions/,www.mtmc.edu/financial/index.html,www.mtmc.edu/admissions/apply/,2,1,2,7,1,1,2,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,2,20,13,11,8,3,7,22,1,2,2,49460,2,-2,-2,163
219204,National American University-Rapid City,321 Kansas City Street,Rapid City,SD,57701-3692,46,4,Jerry Gallentine,University President/CEO,6053944800,460276203,405700,1,www.national.edu, , , ,3,1,3,7,1,1,2,20,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,13,2,5,3,6,33,2,2,2,39660,1,-2,-2,214
219213,National American University-Sioux Falls,"Vista Park Office Building Suite 100,  2801 South Kiwanis Ave",Sioux Falls,SD,57105-4293,46,4,Jerry Gallentine,University President/CEO,6053364600,460276203,405707,1,www.national.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,3,23,2,-1,5,2,6,-3,2,2,1,43620,1,-2,-2,187
219240,Sioux Falls Seminary,1525 S Grange Ave,Sioux Falls,SD,57105-1526,46,4,G. Michael Hagan,President,6053366588,460237098,405600,1,www.sfseminary.edu, , , ,2,1,2,9,2,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,1,24,-2,-2,-2,7,-2,51,1,2,1,43620,1,-2,-2,196
219259,Northern State University,1200 S Jay St,Aberdeen,SD,57401-7198,46,4,Patrick Schloss,President,6056263011,466000364,346600,1,www.northern.edu,www.northern.edu/admissions/index.html,www.northern.edu/fin-aid/index.html,www.applyweb.com/apply/sdkns/menu.html,1,1,1,7,1,1,2,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,NSU,2,22,12,1,10,3,10,21,1,2,2,10100,2,-2,-2,174
219277,Oglala Lakota College,490 Piya Wiconi Road,Kyle,SD,57752-0490,46,4,Thomas Shortbull,President,6054556000,237135915,1465900,1,www.olc.edu, , , ,1,1,1,7,1,1,2,20,1,2,2,2,1,43,1,A ,-2,-2,-2,1,1,1,1,1, ,3,33,2,6,5,4,6,60,2,1,2,-2,-2,-2,-2,213
219295,Presentation College,1500 N Main,Aberdeen,SD,57401,46,4,Lorraine Hale,President,6052251634,460280847,346700,1,www.presentation.edu, , , ,2,1,2,5,1,2,2,30,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,2,26,-2,-2,-2,2,-2,53,1,2,1,10100,2,-2,-2,199
219338,Avera Sacred Heart Hospital,501 Summit,Yankton,SD,57078-3899,46,4,Mike Healy,CFO,6056688158,-1,598700,1,WWW.AVERASACREDHEART.COM, , , ,5,2,2,4,1,2,2,0,2,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,49460,2,-2,-2,13
219347,South Dakota School of Mines and Technology,501 E Saint Joseph St,Rapid City,SD,57701-3995,46,4,Charles Ruch,President,6053942511,466000364,347000,1,www.sdsmt.edu,www.sdsmt.edu,www.sdsmt.edu,www.sdsmt.edu,1,1,1,9,1,1,2,10,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,27,-2,-2,-2,4,-2,54,1,2,2,39660,1,-2,-2,203
219356,South Dakota State University, ,Brookings,SD,57007-1898,46,4,David L. Chicoine,President,6056884151,466000364,347100,1,www3.sdstate.edu,www3.sdstate.edu/Admissions/,www3.sdstate.edu/Admissions/FinancialAid/,www3.sdstate.edu/Admissions/ApplyNow/,1,1,1,9,1,1,1,11,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,13,17,11,3,13,16,1,1,4,15100,2,-2,-2,138
219374,Sinte Gleska University,E. Highway 18,Mission,SD,57555-0105,46,4,Lionel R. Bordeaux,President,6058568100,460312209,2143700,1,www.sintegleska.edu, , , ,2,1,2,7,1,1,2,20,1,2,2,2,1,33,1,A ,-2,-2,-2,1,1,1,1,1, ,3,33,2,0,5,4,6,60,2,1,1,-2,-2,-2,-2,213
219383,University of Sioux Falls,1101 W 22nd St,Sioux Falls,SD,57105-1699,46,4,Mark Benedetto,President,6053315000,460224600,346900,1,usiouxfalls.edu,usiouxfalls.edu/admissions,usiouxfalls.edu/finaid/,usiouxfalls.edu/admissions/apply/,2,1,2,8,1,1,2,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,13,9,9,3,11,22,1,2,2,43620,1,-2,-2,178
219392,Sanford Medical Center,1305 W. 18th Street,Sioux Falls,SD,57117-5039,46,4,Dr. Charles O'Brien,President,6053336466,460227855,1147700,1,www.siouxvalley.org, , , ,5,2,2,4,1,2,2,0,2,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,43620,1,-2,-2,15
219408,Sisseton Wahpeton College,BIA Rd 700,Agency Village,SD,57262,46,4,Diana Canku,President,6.05698E+13,460357254,2277300,1,www.swc.tc, , , ,4,2,1,3,1,2,2,40,1,2,2,2,1,43,1,A ,-2,-2,-2,1,1,1,1,1, ,4,33,1,-1,2,1,1,60,2,1,1,-2,-2,-2,-2,213
219426,Southeast Technical Institute,2320 N Career Ave,Sioux Falls,SD,57107-1301,46,4,Jeff Holcomb,Director,6053677624,-1,776400,1,www.southeasttech.edu, , , ,4,2,1,4,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,2,1,-1,3,1,3,40,2,2,2,43620,1,-2,-2,79
219453,Stewart School,604 N. West Ave.,Sioux Falls,SD,57104,46,4,Matthew Fiegen,Owner,6053362775,841227374,1013800,1,www.stewartschool.com,www.stewartschool.com,www.stewartschool.com,www.stewartschool.com,6,2,3,4,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,43620,1,-2,-2,25
219471,University of South Dakota,414 E Clark St,Vermillion,SD,57069-2390,46,4,Mr. James W. Abbott,President,6056775301,466000364,347400,1,WWW.USD.EDU, , , ,1,1,1,9,1,1,1,11,1,2,2,1,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,17,11,18,8,4,13,16,1,2,3,46820,2,512,-2,140
219480,Western Dakota Technical Institute,800 Mickelson Dr,Rapid City,SD,57703-4018,46,4,Dr. Charles Rich Gross,President,6053944034,466002688,1017000,1,www.wdt.edu, , , ,4,2,1,4,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,Western Dakota Tech,4,1,1,-1,3,1,2,40,2,2,2,39660,1,-2,-2,73
219505,American Baptist College,1800 Baptist World Ctr Dr,Nashville,TN,37207,47,5,Forrest E Harris  Sr,President,6152561463,620485724,1046000,1,www.abcnash.edu, , , ,2,1,2,5,1,2,2,30,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,24,-2,-2,-2,2,-2,51,2,2,1,34980,1,400,-2,189
219578,Aquinas College,4210 Harding Pike,Nashville,TN,32705,47,5,Sr. Mary Peter,President,6152977545,620812782,347700,1,www.aquinascollege.edu, , , ,2,1,2,6,1,1,2,30,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,3,23,2,-1,6,2,6,53,2,2,1,34980,1,400,-2,185
219587,Arnolds Beauty School,1179 S Second St,Milan,TN,38358,47,5,Norma Arnold,Director,7316867351,620730232,2257400,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,31,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,26480,2,297,-2,41
219596,Tennessee Technology Center at Athens,1635 Vo Tech Dr,Athens,TN,37371-0848,47,5,Stewart Smith,Director,4237442814,162119607,535800,1,www.athens.tec.tn.us, , , ,4,2,1,4,1,2,2,0,2,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,11940,2,174,-2,6
219602,Austin Peay State University,601 College St,Clarksville,TN,37044,47,5,Timothy Hall,President,9312217011,620646576,347800,1,www.apsu.edu,www.apsu.edu/admissions/,www.apsu.edu/financialaid/,www.apsu.edu/admissions/,1,1,1,8,1,1,2,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,19,10,4,7,3,12,21,1,2,3,17300,1,-2,-2,154
219639,Baptist Memorial College of Health Sciences,1003 Monroe Ave,Memphis,TN,38104,47,5,"Bettysue McGarvey, DSN",President,9015722468,621599670,3440300,1,www.bchs.edu,www.bchs.edu,www.bchs.edu,www.bchs.edu,2,1,2,5,1,2,2,30,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,26,-2,-2,-2,2,-2,40,2,2,1,32820,1,-2,-2,199
219709,Belmont University,1900 Belmont Blvd,Nashville,TN,37212-3757,47,5,Robert C. Fisher,President,6154606000,620465076,347900,1,www.belmont.edu,www.belmont.edu/prospectivestudents,www.belmont.edu/sfs,www.xap.com/applications/Belmont_University/apply.html,2,1,2,9,1,1,2,10,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,10,13,13,4,14,21,1,2,2,34980,1,400,-2,149
219718,Bethel College,325 Cherry Ave,McKenzie,TN,38201,47,5,Robert Prosser,President,7313524000,620548913,348000,1,www.bethel-college.edu,www.bethel-college.edu/admissions, ,www.bethel-college.edu/admissions/traditional_requirements,2,1,2,7,1,1,2,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,20,15,9,9,4,10,31,1,2,2,-2,-2,-2,-2,162
219790,Bryan College,721 Bryan Drive,Dayton,TN,37321-7000,47,5,Stephen D. Livesay,President,4237752041,620528217,353600,1,www.bryan.edu, , , ,2,1,2,7,1,1,2,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,William Jennings Bryan College,2,22,9,-1,11,2,8,32,1,2,2,-2,-2,-2,-2,180
219806,Carson-Newman College,1646 S Russell Ave,Jefferson City,TN,37760,47,5,Joe Bill Sloan,Interim President,8654712000,620479189,348100,1,www.cn.edu, , , ,2,1,2,7,1,1,2,20,1,2,2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,10,9,11,3,11,21,1,2,2,34100,1,392,-2,168
219824,Chattanooga State Technical Community College,4501 Amnicola Hwy,Chattanooga,TN,37406-0000,47,5,James Catanzaro,President,4236974400,620725362,399800,1,www.chattanoogastate.edu,chattanoogastate.edu,chattanoogastate.edu,chattanoogastate.edu,4,2,1,3,1,2,2,40,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,2,1,4,40,1,2,3,16860,1,174,-2,88
219833,Christian Brothers University,650 E Parkway S,Memphis,TN,38104,47,5,Brother Vincent Malham,President,9013213000,620476666,348200,1,www.cbu.edu,www.cbu.edu/Prospective/fulltime.html,www.cbu.edu/finaid/,www.cbu.edu/Prospective/apply.html,2,1,2,7,1,1,2,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,CBU,2,19,13,9,7,4,10,22,1,2,2,32820,1,-2,-2,158
219842,Church of God Theological Seminary,900 Walker St NE,Cleveland,TN,37320-3330,47,5,Steven J. Land,President,4234781131,510195363,2188300,1,www.cogts.edu, , , ,2,1,2,9,2,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,1,24,-2,-2,-2,7,-2,51,1,2,1,17420,1,174,-2,195
219879,Cleveland State Community College,3535 Adkisson Drive,Cleveland,TN,37320-3570,47,5,Carl Hite,President,4234786204,620762876,399900,1,www.clevelandstatecc.edu,www.clevelandstatecc.edu/departments/admissions_records/index.asp,www.clevelandstatecc.edu/departments/financial_aid/index.asp,www.clevelandstatecc.edu/departments/admissions_records/pdfforms/application_admission.pdf,4,2,1,3,1,2,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,2,1,-1,2,1,3,40,1,2,2,17420,1,174,-2,82
219888,Columbia State Community College,1665 Hampshire Pike,Columbia,TN,38401,47,5,O Rebecca Hawkins,President,9315402722,620753450,348300,1,www.columbiastate.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,4,2,1,-1,2,1,3,40,1,2,2,17940,2,400,-2,80
219903,Concorde Career College,5100 Poplar Avenue Suite 132,Memphis,TN,38137-0132,47,5,Tommy Stewart,Campus President,9017619494,431440321,2157100,1,www.concorde.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,4,1,2,-3,2,2,2,32820,1,-2,-2,119
